ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0689707738,If You Are a Hunter of Fossils (Reading Rainbow Book),Byrd Baylor,1984,Aladdin,http://images.amazon.com/images/P/0689707738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689707738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689707738.01.LZZZZZZZ.jpg
0671551043,STARSTRUCK,Richie Tankersley Cusick,1996,Simon Pulse,http://images.amazon.com/images/P/0671551043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671551043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671551043.01.LZZZZZZZ.jpg
0787910589,The Courage to Teach : Exploring the Inner Landscape of a Teacher's Life,Parker J.  Palmer,1997,Jossey-Bass,http://images.amazon.com/images/P/0787910589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787910589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787910589.01.LZZZZZZZ.jpg
0486283011,"2,100 Victorian Monograms (Dover Pictorial Archive Series)",Karl Klimsch,1995,Dover Publications,http://images.amazon.com/images/P/0486283011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486283011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486283011.01.LZZZZZZZ.jpg
8495359405,Senectud,Italo Svevo,2003,Quaderns Crema,http://images.amazon.com/images/P/8495359405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8495359405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8495359405.01.LZZZZZZZ.jpg
157064389X,Huckleberry Dog (Adventures of Wishbone),Alexander Steele,2000,Barney Publishing,http://images.amazon.com/images/P/157064389X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157064389X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157064389X.01.LZZZZZZZ.jpg
1573440086,Dyke Strippers: Lesbian Cartoonists from A to Z,Roz Warren,1995,Pub Group West,http://images.amazon.com/images/P/1573440086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573440086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573440086.01.LZZZZZZZ.jpg
1570647208,Barney Goes to the Pet Shop (Go to Series),Mark Bernthal,2000,Barney Publishing,http://images.amazon.com/images/P/1570647208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570647208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570647208.01.LZZZZZZZ.jpg
0375700498,La casa de la laguna,ROSARIO FERRE,1997,Vintage,http://images.amazon.com/images/P/0375700498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700498.01.LZZZZZZZ.jpg
8472237699,Crimen En Holanda,Georges Simenon,2002,Tusquets,http://images.amazon.com/images/P/8472237699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472237699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472237699.01.LZZZZZZZ.jpg
038075228X,The Codebreaker Kids (An Avon Camelot book),George Edward Stanley,1987,Harpercollins Juvenile Books,http://images.amazon.com/images/P/038075228X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038075228X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038075228X.01.LZZZZZZZ.jpg
1853260037,Father Brown: Selected Stories (Wordsworth Collection),G. K. Chesterton,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260037.01.LZZZZZZZ.jpg
1582790841,Signature Classics : A Christmas Carol,Charles Dickens,2000,Trident Pr Intl,http://images.amazon.com/images/P/1582790841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582790841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582790841.01.LZZZZZZZ.jpg
0140185682,Night and Day (Penguin Twentieth Century Classics),Virginia Woolf,1996,Penguin Books,http://images.amazon.com/images/P/0140185682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140185682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140185682.01.LZZZZZZZ.jpg
1842221175,Dream Working Handbook,Helen McLean,2002,"Carlton Books, Ltd.",http://images.amazon.com/images/P/1842221175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1842221175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1842221175.01.LZZZZZZZ.jpg
0395924960,The Edge of the Sea,Rachel Carson,1998,Houghton Mifflin Co,http://images.amazon.com/images/P/0395924960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395924960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395924960.01.LZZZZZZZ.jpg
0807557714,"Not Yet, Yvette",Helen Ketteman,1992,Albert Whitman &amp; Co,http://images.amazon.com/images/P/0807557714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807557714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807557714.01.LZZZZZZZ.jpg
0451212576,Sharpe's Eagle: Richard Sharpe and the Talavera Campaign July 1809,Bernard Cornwell,2004,Signet Book,http://images.amazon.com/images/P/0451212576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451212576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451212576.01.LZZZZZZZ.jpg
0930435699,Hocus Pocus (Bookcassette(r) Edition),Kurt Vonnegut,1990,Bookcassette,http://images.amazon.com/images/P/0930435699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0930435699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0930435699.01.LZZZZZZZ.jpg
0873985516,Me? Obey Him?: The Obedient Wife and God's Way of Happiness and Blessing in the Home,Elizabeth Rice Handford,1995,Sword of the Lord,http://images.amazon.com/images/P/0873985516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0873985516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0873985516.01.LZZZZZZZ.jpg
0590403524,Our Man Weston,Gordon Korman,1986,Scholastic Book Service,http://images.amazon.com/images/P/0590403524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590403524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590403524.01.LZZZZZZZ.jpg
0571138403,Homesickness,Murray Bail,1986,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0571138403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571138403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571138403.01.LZZZZZZZ.jpg
0060176784,Saying Grace: A Novel,Beth Gutcheon,1995,Harpercollins,http://images.amazon.com/images/P/0060176784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060176784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060176784.01.LZZZZZZZ.jpg
0743261984,Liars and Saints : A Novel,Maile Meloy,2004,Scribner,http://images.amazon.com/images/P/0743261984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743261984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743261984.01.LZZZZZZZ.jpg
0373196717,OOPs ... We're Married?,Susan Lute,2003,Silhouette,http://images.amazon.com/images/P/0373196717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373196717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373196717.01.LZZZZZZZ.jpg
0373223137,"Killer Smile (Harlequin Intrigue, No 22313)",Laura Kenner,1995,Harlequin,http://images.amazon.com/images/P/0373223137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373223137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373223137.01.LZZZZZZZ.jpg
055314717X,"Colorado (Ross, Dana Fuller. Wagons West, V. 7.)",Dana Fuller Ross,1981,Bantam Books (Mm),http://images.amazon.com/images/P/055314717X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055314717X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055314717X.01.LZZZZZZZ.jpg
0737300779,The Type 2 Diabetes Desserts Cookbook,Lois M. Soneral,1999,McGraw-Hill,http://images.amazon.com/images/P/0737300779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0737300779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0737300779.01.LZZZZZZZ.jpg
0394744098,Mohawk,Richard Russo,1986,Vintage Books USA,http://images.amazon.com/images/P/0394744098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394744098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394744098.01.LZZZZZZZ.jpg
0947189173,Pemulwuy : The Rainbow Warrior,Eric Willmot,1988,Bantam,http://images.amazon.com/images/P/0947189173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0947189173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0947189173.01.LZZZZZZZ.jpg
0385419945,Silicon Snake Oil: Second Thoughts on the Information Highway,Clifford Stoll,1996,Anchor,http://images.amazon.com/images/P/0385419945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385419945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385419945.01.LZZZZZZZ.jpg
0425161285,Turtle Moon,Alice Hoffman,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425161285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.LZZZZZZZ.jpg
0595011454,Private Wars,Gerald Factor,2000,Writers Club Press,http://images.amazon.com/images/P/0595011454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595011454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595011454.01.LZZZZZZZ.jpg
0373613865,Royal Affair (Logan's Legacy),Laurie Paige,2004,Silhouette,http://images.amazon.com/images/P/0373613865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373613865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373613865.01.LZZZZZZZ.jpg
0553293508,Fatal Obsession,Stephen Greenleaf,1992,Bantam Books,http://images.amazon.com/images/P/0553293508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553293508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553293508.01.LZZZZZZZ.jpg
052594799X,Slow Kill,Michael McGarrity,2004,Dutton Books,http://images.amazon.com/images/P/052594799X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594799X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594799X.01.LZZZZZZZ.jpg
0761502963,Bride's Guide to Emotional Survival,Rita Bigel-Casher,1996,Prima Publishing,http://images.amazon.com/images/P/0761502963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0761502963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0761502963.01.LZZZZZZZ.jpg
3760730418,Starke Frauen. Zitate von Frauen.,Angelika Koller,1996,Ars Edition,http://images.amazon.com/images/P/3760730418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3760730418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3760730418.01.LZZZZZZZ.jpg
843223012X,El Laberinto De Las Aceitunas,Eduardo Mendoza,1982,Planeta Pub Corp,http://images.amazon.com/images/P/843223012X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843223012X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843223012X.01.LZZZZZZZ.jpg
0132441209,Healing Yourself With Foot Reflexology,Mildred Carter,1996,Prentice Hall Art,http://images.amazon.com/images/P/0132441209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0132441209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0132441209.01.LZZZZZZZ.jpg
0373790864,"Just 4 Play (Harlequin Blaze, No 82)",Cindi Myers,2003,Harlequin,http://images.amazon.com/images/P/0373790864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790864.01.LZZZZZZZ.jpg
1885222572,"The Friendship Garden, 3 (Disney's Out &amp; about with Pooh)",Disney Enterprises Inc,1996,Advance Publishers LLC,http://images.amazon.com/images/P/1885222572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885222572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1885222572.01.LZZZZZZZ.jpg
158314241X,Hopelessly Devoted (Arabesque),Niqui Stanhope,2002,Bet Books,http://images.amazon.com/images/P/158314241X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158314241X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158314241X.01.LZZZZZZZ.jpg
0060513314,Heavens to Betsy! : &amp; Other Curious Sayings,Charles E. Funk,2002,HarperResource,http://images.amazon.com/images/P/0060513314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060513314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060513314.01.LZZZZZZZ.jpg
0552997498,Portofino,Frank Schaeffer,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0552997498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552997498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552997498.01.LZZZZZZZ.jpg
0002219476,The way to dusty death,Alistair MacLean,1973,Collins,http://images.amazon.com/images/P/0002219476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002219476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002219476.01.LZZZZZZZ.jpg
1566914655,"Rick Steves' Europe Through the Back Door 2003: The Travel Skills Handbook for Independent Travelers (Rick Steves' Europe Through the Back Door, 2003)",Rick Steves,2002,Avalon Travel Publishing,http://images.amazon.com/images/P/1566914655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566914655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566914655.01.LZZZZZZZ.jpg
0425143945,Cleopatra Gold,William J. Caunitz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425143945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143945.01.LZZZZZZZ.jpg
0425076806,The Unforgiven,Alan Le May,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425076806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425076806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425076806.01.LZZZZZZZ.jpg
0380802309,Someone to Watch over Me,Lisa Kleypas,1999,Avon,http://images.amazon.com/images/P/0380802309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380802309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380802309.01.LZZZZZZZ.jpg
059069183X,"Karen's County Fair (Baby-Sitters Little Sister, 75)",Ann M. Martin,1996,Scholastic,http://images.amazon.com/images/P/059069183X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059069183X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059069183X.01.LZZZZZZZ.jpg
1400045630,Ten Poems to Open Your Heart,ROGER HOUSDEN,2003,Harmony,http://images.amazon.com/images/P/1400045630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400045630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400045630.01.LZZZZZZZ.jpg
3453017978,Der Matarese- Bund. Roman.,Robert Ludlum,1983,Heyne,http://images.amazon.com/images/P/3453017978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453017978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453017978.01.LZZZZZZZ.jpg
8401385008,El embrujo de Shanghai (Ave f̩nix),Juan Mars̩,1993,Plaza &amp; Janes,http://images.amazon.com/images/P/8401385008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401385008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401385008.01.LZZZZZZZ.jpg
0140103112,My Family and Other Animals,Gerald Durrell,1987,Penguin Books Ltd,http://images.amazon.com/images/P/0140103112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140103112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140103112.01.LZZZZZZZ.jpg
0451403231,To Kill and Kill Again (Onyx True Crime ; Je 323),John Coston,1992,Onyx Books,http://images.amazon.com/images/P/0451403231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451403231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451403231.01.LZZZZZZZ.jpg
1582341311,Sq: Connecting With Our Spiritual Intelligence,Danah Zohar,2001,Bloomsbury Publishing PLC,http://images.amazon.com/images/P/1582341311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582341311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582341311.01.LZZZZZZZ.jpg
0831758465,She Needed Me-20.00,W. Kirn,0,Smithmark Publishers,http://images.amazon.com/images/P/0831758465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0831758465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0831758465.01.LZZZZZZZ.jpg
0373272715,One of These Nights,Justine Davis,2003,Silhouette,http://images.amazon.com/images/P/0373272715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373272715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373272715.01.LZZZZZZZ.jpg
0717283364,Jungle Book,Walt Disney,0,Stoddart+publishing,http://images.amazon.com/images/P/0717283364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0717283364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0717283364.01.LZZZZZZZ.jpg
4770019572,Musashi,Eiji Yoshikawa,1995,Kodansha International (JPN),http://images.amazon.com/images/P/4770019572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4770019572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4770019572.01.LZZZZZZZ.jpg
042516618X,The Rescue of Memory: A Novel,Cheryl Pearl Sucher,1998,Berkley Publishing Group,http://images.amazon.com/images/P/042516618X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042516618X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042516618X.01.LZZZZZZZ.jpg
1578050472,Woman and Nature: The Roaring Inside Her,Susan Griffin,2000,Sierra Club Books,http://images.amazon.com/images/P/1578050472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1578050472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1578050472.01.LZZZZZZZ.jpg
0452156408,Toni Morrison: Paradise/Beloved/Song of Solomon,Toni Morrison,1999,Plume Books,http://images.amazon.com/images/P/0452156408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452156408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452156408.01.LZZZZZZZ.jpg
1557091927,Rudolph's Second Christmas,Robert L. May,1992,Applewood Books,http://images.amazon.com/images/P/1557091927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557091927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557091927.01.LZZZZZZZ.jpg
843221521X,Una Habitacion Propia,Virginia Woolf,1997,Editorial Seix Barral,http://images.amazon.com/images/P/843221521X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843221521X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843221521X.01.LZZZZZZZ.jpg
0812575482,Through Wolf's Eyes (Wolf),Jane Lindskold,2002,Tor Fantasy,http://images.amazon.com/images/P/0812575482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg
347177260X,Das Orakel von Oonagh.,Flavia Bujor,2003,List,http://images.amazon.com/images/P/347177260X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/347177260X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/347177260X.01.LZZZZZZZ.jpg
185538101X,A Dancing Star: Inspirations to Guide and Heal,Eileen Campbell,1998,HarperSanFrancisco,http://images.amazon.com/images/P/185538101X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185538101X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185538101X.01.LZZZZZZZ.jpg
031211768X,Dark Tide: A Novel of Suspense,William P. Kennedy,1995,St Martins Pr,http://images.amazon.com/images/P/031211768X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031211768X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031211768X.01.LZZZZZZZ.jpg
0399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399146504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146504.01.LZZZZZZZ.jpg
0449143562,Good Morning Sunshine,Keane,1981,Not Avail,http://images.amazon.com/images/P/0449143562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449143562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449143562.01.LZZZZZZZ.jpg
0781409020,Stranger in Williamsburg (Sarah's Journey),Wanda Luttrell,1995,Chariot Victor Publishing,http://images.amazon.com/images/P/0781409020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0781409020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0781409020.01.LZZZZZZZ.jpg
0439430208,The Witch Trade,Michael Molloy,2002,Chicken House,http://images.amazon.com/images/P/0439430208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439430208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439430208.01.LZZZZZZZ.jpg
031213956X,"Darkness, 1: 3rd in the Blood Opera Sequence",Tanith Lee,1996,St Martins Pr,http://images.amazon.com/images/P/031213956X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031213956X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031213956X.01.LZZZZZZZ.jpg
